Original Key,Length,Text,Text Length
train/17February_2010_Wednesday_heute-1485,91,ja mutiger ist das tauwetter schon mal im westen mit vier bis sieben grad,73
train/17February_2010_Wednesday_heute-1486,16,aber es ist ein trüber tag morgen im größten teil deutschlands,62
train/17February_2010_Wednesday_heute-1487,129,anfangs wird es auch schneien auch an den küsten zum teil regnen,64
train/17February_2010_Wednesday_heute-1488,65,dann kann es dort glatteis geben genauso wie in bayern,54
train/17February_2010_Wednesday_heute-1489,120,im westen allerdings lockert es schon wieder ein bisschen auf da ist das am nachmittag alles vorbei,99
train/17February_2010_Wednesday_heute-1490,18,und die sonne kann sogar mal wieder rauskommen,46
train/17February_2010_Wednesday_heute-1491,68,das ist ja auch ganz schön aber frühling bricht deshalb noch nicht auf,70
train/17February_2010_Wednesday_heute-1492,31,es wird weiterhin trüb sein,27
train/17February_2010_Wednesday_heute-1493,81,und am wochenende fällt sogar wieder schnee oder schneeregen,60
train/17February_2010_Wednesday_heute-1494,54,ich wünsche ihnen einen schönen abend und machen sie es gut,59
train/08February_2010_Monday_heute-1495,51,guten abend liebe zuschauer,27
train/08February_2010_Monday_heute-1496,76,mit viel sonnenschein können wir in dieser frostigen woche nicht rechnen,72
train/08February_2010_Monday_heute-1502,157,wir bekommen ein paar nebelfelder und da wo es aufklart wird es eben auch im kältesten wahrscheinlich in thüringen und in sachsen,129
train/08February_2010_Monday_heute-1503,57,ansonsten bleibt es vor allem im nordosten stark bewölkt,56
train/08February_2010_Monday_heute-1504,261,da wird auch morgen die sonne kaum rauskommen es gibt sogar ein paar schneeflocken hier im nordosten um berlin herum und brandenburg,132
train/08February_2010_Monday_heute-1505,16,ansonsten vielleicht ein paar sonnenstrahlen zwischen dem emsland und dem östlichen bayern,90
train/08February_2010_Monday_heute-1506,79,und dann auch wieder leichter schneefall am nachmittag wohl im schwarzwald und am oberrhein,91
train/08February_2010_Monday_heute-1507,200,die temperaturen dort dann ein bisschen über null so meist zwischen null und drei grad aber sonst haben wir den dauerfrost mit minus zwei bis minus sieben grad,159
train/08February_2010_Monday_heute-1508,71,und es wird in den nächsten tagen sogar noch ein bisschen kälter,64
train/08February_2010_Monday_heute-1509,159,schnee zieht auf von nordwesten und damit beschäftigen wir uns dann den rest der woche,86
train/08February_2010_Monday_heute-1510,36,ich wünsche ihnen noch einen schönen abend und machen sie es gut,64
train/30July_2010_Friday_tagesschau-1511,119,und nun die wettervorhersage für morgen samstag den einunddreißigsten juli,74
train/30July_2010_Friday_tagesschau-1512,179,der ableger des azorenhoch sorgt morgen für mehr sonnenschein und zusammen mit warmluft aus spanien auch für steigende temperaturen,131
train/30July_2010_Friday_tagesschau-1513,114,nur der nordwesten deutschlands wird von den wolken nordischer tiefdruckgebiete gestreift,89
train/30July_2010_Friday_tagesschau-1514,130,heute nacht klingen die schauer im südosten ab auch der regen in ostseenähe ist bald verschwunden,97
train/30July_2010_Friday_tagesschau-1517,111,am tag viel sonne und meist nur lockere wolken,46
train/30July_2010_Friday_tagesschau-1518,71,vom saarland bis zur lübecker bucht verdichten sich die wolken später und bringen hier und da schauer,101
train/30July_2010_Friday_tagesschau-1519,152,schwacher in der nordwesthälfte mäßiger bis frischer wind aus süd bis südwest in nordfriesland und bei schauern auch starke böen,128
train/30July_2010_Friday_tagesschau-1521,151,dort morgen einundzwanzig sonst dreiundzwanzig bis siebenundzwanzig an rhein und spree bis achtundzwanzig grad,110
train/30July_2010_Friday_tagesschau-1523,80,montag und dienstag wieder überall wechselhaft und kühler,57
train/10April_2011_Sunday_tagesschau-1524,86,und nun die wettervorhersage für morgen montag den elften april,63
train/10April_2011_Sunday_tagesschau-1525,112,das hoch über den azoren sorgt morgen bei uns noch für überwiegend freundliches wetter,86
train/10April_2011_Sunday_tagesschau-1526,62,dabei erwärmt sich die luft weiter,34
train/10April_2011_Sunday_tagesschau-1527,119,wolken des tiefs bei norwegen überqueren uns am dienstag es folgt dann deutlich kühlere luft,92
train/10April_2011_Sunday_tagesschau-1528,126,die nacht verläuft meist klar über dem norden ziehen dünne wolkenfelder auf,75
train/10April_2011_Sunday_tagesschau-1529,213,morgen ist es tagsüber meist freundlich trotz wolkenfelder die durchziehen scheint vor allem im westen und süden häufig die sonne richtung nordosten auch mal dichtere wolken,173
train/10April_2011_Sunday_tagesschau-1530,85,der wind weht schwach bis mäßig aus süd bis west,48
train/10April_2011_Sunday_tagesschau-1531,98,heute nacht neun grad im westen und null grad an den alpen,58
train/10April_2011_Sunday_tagesschau-1532,147,am tag vierzehn grad an der nordsee und fünfundzwanzig grad am oberrhein,72
train/10April_2011_Sunday_tagesschau-1533,171,am dienstag ist es mit dem sonnigen wetter erstmal vorbei hier und da muss mit regen oder schauern gerechnet werden auf den bergen teilweise mit schnee,151
train/10April_2011_Sunday_tagesschau-1534,38,vor allem im norden ist es windig,33
train/10April_2011_Sunday_tagesschau-1535,136,am mittwoch vor allem in der osthälfte schauer im bergland schneeschauer teilweise ist es windig,96
train/10April_2011_Sunday_tagesschau-1536,125,auch am donnerstag stellenweise schauer auf den bergen wieder schneeschauer,75
train/06December_2011_Tuesday_heute-1537,38,guten abend liebe zuschauer,27
train/06December_2011_Tuesday_heute-1538,183,wenn bei diesem wetter die sonne mal rauskommt dann ist die luft gleich herrlich frisch und klar wie heute im rhein main gebiet mal für ein paar stunden,152
train/06December_2011_Tuesday_heute-1539,138,aber es geht leider nicht so weiter ein neues regengebiet zieht auf hat großbritannien erreicht wird die nordsee überqueren und uns dann morgen tagsüber,152
train/06December_2011_Tuesday_heute-1540,110,viel regen fällt dabei schnee in den bergen und stürmisch wird es auch noch dazu,80
train/06December_2011_Tuesday_heute-1541,111,ja heute nacht weiterer schnee und regen zunächst erst einmal nur in süddeutschland,83
train/06December_2011_Tuesday_heute-1542,90,schnee weiterhin oberhalb von fünfhundert meter,47
train/06December_2011_Tuesday_heute-1543,120,im osten dagegen wird es meist klar bleiben und deshalb wird es dort auch frostig null bis minus drei grad gibt es in dieser nacht,130
train/06December_2011_Tuesday_heute-1544,61,also glätte auf den straßen ist angesagt,40
train/06December_2011_Tuesday_heute-1545,115,aber morgen wird es im westen schon wieder ein bisschen milder das sind es dann meist fünf bis zehn grad,104
train/06December_2011_Tuesday_heute-1546,63,im osten bleibt es kühler mit drei bis fünf grad,48
train/06December_2011_Tuesday_heute-1547,132,und es regnet schon am vormittag kräftig in deutschland der regen zieht weiter nach osten,89
train/06December_2011_Tuesday_heute-1548,69,anfangs schnee dabei und im nordosten ist es anfangs auch noch ein bisschen sonnig,82
train/06December_2011_Tuesday_heute-1549,148,aber die schneefallgrenze steigt dann auf neunhundert meter und nachmittags lockert es hier im westen mehr und mehr auf die sonne kommt raus,140
train/06December_2011_Tuesday_heute-1550,192,es gibt schauer an der nordsee auch gewitter nur am alpenrand haben dauerregen und dauerschneefall und einen kräftigen südwestwind,130
train/06December_2011_Tuesday_heute-1551,94,stürmisch ist er es gibt einzelne orkanböen wahrscheinlich auch an der nordsee,78
train/06December_2011_Tuesday_heute-1552,104,nasskalt geht es auch bis zum wochenende weiter da fällt mal regen dann wieder ein bisschen schnee,98
train/07June_2010_Monday_tagesschau-1555,100,und nun die wettervorhersage für morgen dienstag den achten juni,64
train/07June_2010_Monday_tagesschau-1556,103,ein atlantiktief wird in den nächsten tagen unser wetter bestimmen,66
train/07June_2010_Monday_tagesschau-1557,186,es lenkt feucht warme mittelmeerluft heran in der sich immer wieder schauer und gewitter entwickeln die vor allem im osten und süden zum teil auch heftig sein können,165
train/07June_2010_Monday_tagesschau-1558,118,heute nacht ist es meist nur locker bewölkt oder klar an der ostsee fällt noch etwas regen,90
train/07June_2010_Monday_tagesschau-1559,124,am tag wechseln sonne und wolken einander ab im osten und süden ist es auch für längere zeit freundlich,103
train/07June_2010_Monday_tagesschau-1560,177,hier und da gibt es schauer oder gewitter die besonders in sachsen und bayern heftig sein können mit starkregen hagel und sturmböen,131
train/07June_2010_Monday_tagesschau-1561,127,sonst bläst der wind schwach bis mäßig an der sie teilweise auch frisch aus vorwiegend südlichen richtungen,107
train/07June_2010_Monday_tagesschau-1562,95,im norden heute nacht örtlich nur sieben an der isar bis vierzehn grad,70
train/07June_2010_Monday_tagesschau-1563,147,morgen reichen die temperaturen von achtzehn grad an der nordsee bis zu achtundzwanzig am bodensee,98
train/07June_2010_Monday_tagesschau-1564,224,bis donnerstag nimmt die schwüle hitze zu in der südosthälfte scheint die sonne wohl am längsten aber dort können dann auch die schauer und gewitter später am heftigsten ausfallen,179
train/07June_2010_Monday_tagesschau-1565,82,am freitag mal freundlich mal wolkig und teilweise windig,57
train/07June_2010_Monday_tagesschau-1566,79,dazu einige schauer und gewitter aber nicht mehr so heiß,56
train/19July_2009_Sunday_tagesschau-1567,91,und nun die wettervorhersage für morgen montag den zwanzigsten juli,67
train/19July_2009_Sunday_tagesschau-1569,158,aber richtung westen und südwesten macht sich hochdruckeinfluss bemerkbar der wieder für mehr sonne und steigende temperaturen sorgt,132
train/19July_2009_Sunday_tagesschau-1570,193,heute nacht lassen die schauer und gewitter des tages nach vielerorts lockert es auf von westen breiten sich später neue wolken mit schauern aus,144
train/19July_2009_Sunday_tagesschau-1571,133,morgen ist es zunächst allgemein wolkig verbreitet muss mit schauern richtung norden auch mit einzelnen gewittern gerechnet werden,130
train/19July_2009_Sunday_tagesschau-1572,75,in der südwesthälfte wird es freundlicher,41
train/19July_2009_Sunday_tagesschau-1573,134,schwacher bis mäßiger im norden auch frischer wind an der see und in gewitternähe starke bis stürmische böen,108
train/19July_2009_Sunday_tagesschau-1574,152,sieben grad heute nacht im allgäu sonst neun bis vierzehn an der ostsee bis fünfzehn grad,89
train/19July_2009_Sunday_tagesschau-1575,139,morgen temperaturen zwischen achtzehn und dreiundzwanzig am oberrhein bis fünfundzwanzig grad,93
train/19July_2009_Sunday_tagesschau-1576,104,ab dienstag wird es zunehmend wärmer und schwüler,49
train/19July_2009_Sunday_tagesschau-1577,90,am donnerstag sind dann zumindest im südosten bis vierunddreißig grad möglich,77
train/19July_2009_Sunday_tagesschau-1578,141,auch heftige schauer und gewitter mit unwetterpotenzial können sich dann wieder entwickeln aber es gibt auch freundliche momente,128
train/28November_2011_Monday_heute-1579,37,guten abend liebe zuschauer,27
train/28November_2011_Monday_heute-1580,74,sonne und nebel das sind die wetterzutaten für morgen,53
train/28November_2011_Monday_heute-1581,132,heute herrlicher sonnenschein ohne wolken im norden mit ein paar nebelfeldern im süden,86
train/28November_2011_Monday_heute-1582,162,und man sah ganz deutlich am vormittag die nebelfelder hier zum beispiel koblenz das moseltal aber auch das rheintal dick im nebel teilweise,140
train/28November_2011_Monday_heute-1583,88,die donau ja da wurde es dann später ein bisschen sonniger,58
train/28November_2011_Monday_heute-1584,56,heute nacht werden die nebelfelder wie der dichter in süddeutschland,68
train/28November_2011_Monday_heute-1585,114,im norden haben wir keinen nebel und der frost breitet sich aus nicht nur auf den autoscheiben,94
train/28November_2011_Monday_heute-1586,118,es sind null bis minus vier grad meist bisschen frostfrei bleibt es am rhein und an den küsten,94
train/28November_2011_Monday_heute-1588,155,am oberrhein bis zwölf grad aber kalt bleibt hier im nebel an der donau denn der nebel wird sich dort längere zeit halten,121
train/28November_2011_Monday_heute-1589,58,es gibt auch hochnebel zum teil in der mitte deutschlands,57
train/28November_2011_Monday_heute-1590,133,und am schönsten wird es im norden wieder und da in sachsen und brandenburg blauer himmel sonne pur wahrscheinlich,114
train/28November_2011_Monday_heute-1591,106,anders im nordwesten da ziehen dann wolken auf bei dem frischen südwind,71
train/28November_2011_Monday_heute-1592,151,am mittwoch ziehen wolken vorüber es bleibt noch trocken aber dann donnerstag wird es nass und vor allen dingen auch am freitag,127
train/28November_2011_Monday_heute-1593,33,ihnen einen schönen abend und machen sie es gut,47
train/14June_2010_Monday_heute-1594,46,liebe zuschauer guten abend,27
train/14June_2010_Monday_heute-1595,212,nach der hitze der vergangenen woche waren die strandkörbe heute an der küste bei kühlerem wetter nicht mehr so nachgefragt,123
train/14June_2010_Monday_heute-1596,162,kühlere luft kann sich über mitteleuropa auch richtung südwesteuropa ausbreiten und dort kräftige schauer und gewitter auslösen,127
train/14June_2010_Monday_heute-1597,95,davon bekommen auch bei uns die alpen noch etwas ab und auch der süden deutschlands,83
train/14June_2010_Monday_heute-1598,120,also heute nacht erstmal weniger schauer dann in der zweiten nachthälfte wieder neue schauer von südwesten,106
train/14June_2010_Monday_heute-1599,78,sonst aber teilweise klar oder nur leicht bewölkt,49
train/14June_2010_Monday_heute-1600,63,und es wird auch sehr kühl mal wieder,37
train/14June_2010_Monday_heute-1601,83,wir haben nur einstellige temperaturen vor allen dingen im norden,65
train/14June_2010_Monday_heute-1602,179,und morgen aber dort in der kühlen trockenen luft sehr viel sonne so etwa bis zu den mittelgebirgen,99
train/14June_2010_Monday_heute-1603,245,aber so zwischen mittelgebirgen und am alpenrand mehr wolken und vor allen dingen so von der schwäbischen alb bis zum bayerischen wald und zum alpenrand häufiger schauer im südosten auch vereinzelt gewitter,206
train/14June_2010_Monday_heute-1604,251,von der temperatur her im süden sind es so zwanzig bis dreiundzwanzig grad im küstenbereich siebzehn achtzehn grad und sonst so neunzehn bis zweiundzwanzig grad also ganz angenehm,179
train/14June_2010_Monday_heute-1605,103,ähnlich wird es auch in den nächsten tagen aussehen bis fünfundzwanzig grad höchsttemperatur,92
train/14June_2010_Monday_heute-1606,111,im süden eher mal schauer oder gewitter im norden trockener und sonniger,72
train/14June_2010_Monday_heute-1607,32,und jetzt wünsche ich ihnen noch einen spannenden abend,55
train/07February_2011_Monday_tagesschau-1608,106,und nun die wettervorhersage für morgen dienstag den achten februar,67
train/07February_2011_Monday_tagesschau-1609,149,ein sturmtief zieht in der nacht über den süden schwedens richtung ostsee,73
train/07February_2011_Monday_tagesschau-1610,139,ein ausläufer davon überquert erst den nordwesten deutschlands dann die mitte sodass es in der nacht nur im süden klar bleibt,125
train/07February_2011_Monday_tagesschau-1611,312,am tag ganz im süden freundliches wetter auch in der nordhälfte zeigt sich neben einigen wolken mehr und mehr die sonne dazwischen von rheinland pfalz bis nach franken regnet es zunächst stellenweise etwas,205
train/07February_2011_Monday_tagesschau-1614,128,heute nacht werte zwischen sechs und ein grad im süden frost,60
train/07February_2011_Monday_tagesschau-1615,92,am tag fünf grad im vogtland und zwölf grad im breisgau,55
train/07February_2011_Monday_tagesschau-1616,173,die aussichten am mittwoch ist es im nordwesten wolkig sonst ist es abseits von nebel und hochnebel freundlich,110
train/07February_2011_Monday_tagesschau-1617,169,am donnerstag regnet es in der nordhälfte gebietsweise richtung süden außerhalb der nebelgebiete sonne,102
train/07February_2011_Monday_tagesschau-1618,104,am freitag regenwolken im nordosten ist es zum teil freundlich,62
train/07April_2010_Wednesday_heute-1620,45,ein seltener tag heute,22
train/07April_2010_Wednesday_heute-1621,296,verbreitet schien die sonne von der küste wie hier in neustadt holstein bis zu den alpen hier ein blick auf das alpenpanorama immer noch schneebedeckt heute am späten vormittag in der sonne,189
train/07April_2010_Wednesday_heute-1622,150,aber die wetterlage stellt sich leicht um es kommen dichtere wolken samt tief und auch eine kleine abkühlung,108
train/07April_2010_Wednesday_heute-1623,108,aber es wird nicht viel regen geben denn über frankreich entsteht schon wieder das nächste hoch,95
train/07April_2010_Wednesday_heute-1624,113,und das aber bedeutet trotzdem heute nacht immer noch ein paar tropfen aus diesen wolken im westen,98
train/07April_2010_Wednesday_heute-1625,106,im osten klar und dort auch entsprechend kalt,45
train/07April_2010_Wednesday_heute-1627,218,und auch so zwischen ostsee und eifel oder auch am oberrhein können gelegentlich ein paar regentropfen fallen viel wird es aber nicht sein,138
train/07April_2010_Wednesday_heute-1628,127,von der temperatur her dort auch schon die etwas kühlere luft so zehn bis fünfzehn grad,87
train/07April_2010_Wednesday_heute-1629,80,aber bei sonne werden durchaus nochmal sechzehn bis zwanzig grad erreicht,73
train/18July_2009_Saturday_tagesschau-1633,86,und nun die wettervorhersage für morgen sonntag den neunzehnten juli,68
train/18July_2009_Saturday_tagesschau-1635,207,erst am dienstag gibt es zumindest im norden und osten unter leichtem hochdruckeinfluss ein sonniges intermezzo bevor am mittwoch wieder ein neues tief heranzieht,162
train/18July_2009_Saturday_tagesschau-1636,153,im äußersten osten und südosten fällt heute nacht zeitweise regen sonst werden die schauer seltener zum teil klart es auf,121
train/18July_2009_Saturday_tagesschau-1637,103,im westen und südwesten werden die wolken aber wieder dichter und es beginnt gebietsweise zu regnen,99
train/18July_2009_Saturday_tagesschau-1641,158,morgen werte zwischen fünfzehn und einundzwanzig im südwesten bis zweiundzwanzig grad,85
train/18July_2009_Saturday_tagesschau-1642,58,auch am montag noch wechselhaft aber schon wieder etwas wärmer,62
train/18July_2009_Saturday_tagesschau-1643,178,am dienstag im norden und osten häufig sonnig und meist trocken sonst örtliche schauer oder gewitter bis dreißig grad,117
train/18July_2009_Saturday_tagesschau-1644,87,am mittwoch wieder mehr wolken verbreitet gibt es schauer teilweise auch heftige gewitter,89
train/13October_2009_Tuesday_tagesschau-1645,95,und nun die wettervorhersage für morgen mittwoch den vierzehnten oktober,72
train/13October_2009_Tuesday_tagesschau-1646,93,von norden strömt noch kältere luft zu uns nach deutschland,59
train/13October_2009_Tuesday_tagesschau-1647,112,im osten und südosten sorgt das tief über osteuropa für unbeständiges wetter,76
train/13October_2009_Tuesday_tagesschau-1648,60,teilweise schneit es bis in tiefe lagen,39
train/13October_2009_Tuesday_tagesschau-1649,76,in der nacht im süden und osten regen oder schneeschauer,56
train/13October_2009_Tuesday_tagesschau-1650,129,auch am tag im osten und südosten schnee oder schneeregen teilweise bis ins flachland,85
train/13October_2009_Tuesday_tagesschau-1652,77,im westen und nordwesten scheint dagegen häufig die sonne,57
train/13October_2009_Tuesday_tagesschau-1653,182,in der westhälfte schwacher bis mäßiger nordwind in der osthälfte und an der nordsee mäßiger bis frischer wind,110
train/13October_2009_Tuesday_tagesschau-1654,78,im erzgebirge und im bayerischen wald schwere sturmböen,55
train/13October_2009_Tuesday_tagesschau-1655,102,heute nacht plus vier bis minus drei grad vorsicht wegen glätte,63
train/13October_2009_Tuesday_tagesschau-1656,92,am tag ein grad an den alpen und bis zu zehn grad an der ems,60
train/13October_2009_Tuesday_tagesschau-1660,49,richtung südosten schnee oder schneeregen,41
train/13October_2009_Tuesday_tagesschau-1661,49,vor allem im norden ist es sehr windig,38
train/13October_2009_Tuesday_tagesschau-1662,134,am samstag im süden und osten hier und da regen im bergland auch schnee sonst auch mal sonne,92
train/03July_2011_Sunday_tagesschau-1663,73,und nun die wettervorhersage für morgen montag den vierten juli,63
train/03July_2011_Sunday_tagesschau-1664,132,das tief das nach russland zieht sorgt morgen in der nordosthälfte deutschlands auch weiterhin für unbeständiges wetter,119
train/03July_2011_Sunday_tagesschau-1666,162,in der nacht regnet oder schauert es in der nordosthälfte nordöstlich der elbe sind einzelne gewitter dabei,107
train/03July_2011_Sunday_tagesschau-1667,67,mit wolken geht es tagsüber in der nordosthälfte weiter,55
train/03July_2011_Sunday_tagesschau-1668,169,vor allem zwischen ostseeküste und erzgebirge regnet oder schauert es richtung südwesten scheint verbreitet die sonne,117
train/03July_2011_Sunday_tagesschau-1669,72,der wind weht schwach bis mäßig und kommt aus nord bis nordwest,63
train/03July_2011_Sunday_tagesschau-1670,103,heute nacht siebzehn grad an der ostsee und fünf grad an den alpen,66
train/03July_2011_Sunday_tagesschau-1671,122,am tag siebzehn grad in oberfranken und sechsundzwanzig grad am oberrhein,73
train/03July_2011_Sunday_tagesschau-1675,129,vor allem in der südosthälfte muss dann mit schauern und gewittern gerechnet werden die mitunter kräftig ausfallen können,121
train/13April_2011_Wednesday_tagesschau-1676,97,und nun die wettervorhersage für morgen donnerstag den vierzehnten april,72
train/13April_2011_Wednesday_tagesschau-1677,227,das hoch über der biskaya dehnt sich nach mitteleuropa aus und beschert uns in den nächsten tagen verbreitet sonne die auch die temperaturen langsam ansteigen lässt,164
train/13April_2011_Wednesday_tagesschau-1678,100,im osten deutschlands sorgt tiefer luftdruck noch für wolken und regen,70
train/13April_2011_Wednesday_tagesschau-1679,96,von mecklenburg vorpommern bis nach sachsen sind auch heute nacht dichte wolken unterwegs,89
train/13April_2011_Wednesday_tagesschau-1680,110,gebietsweise regnet es oberhalb von etwa fünfhundert metern fällt schnee,72
train/13April_2011_Wednesday_tagesschau-1681,100,sonst zeigen sich neben einigen wolkenfeldern auch die sterne,61
train/13April_2011_Wednesday_tagesschau-1682,87,im nordosten auch am tag viele wolken örtlich fällt regen im bergland ist doch schnee dabei,91
train/13April_2011_Wednesday_tagesschau-1684,106,der wind weht morgen schwach bis mäßig aus nord bis nordwest,60
train/13April_2011_Wednesday_tagesschau-1685,101,nordöstlich der elbe heute nacht unter wolken bis plus fünf am alpenrand bis minus vier grad,92
train/13April_2011_Wednesday_tagesschau-1686,131,an rhein und main morgen vierzehn bis fünfzehn in sachsen bei regen teilweise nur fünf grad,91
train/13April_2011_Wednesday_tagesschau-1687,142,am freitag gibt es richtung südosten noch zum teil dichte wolken und einzelne schauer sonst scheint häufig die sonne,116
train/30January_2010_Saturday_tagesschau-1690,107,und nun die wettervorhersage für morgen sonntag den einunddreißigsten januar,76
train/30January_2010_Saturday_tagesschau-1691,120,das tief das von der norwegischen küste südwärts zieht bringt morgen in deutschland neue schneeschauer,102
train/30January_2010_Saturday_tagesschau-1692,96,in der nacht vor allem im westen und süden weitere schneeschauer sonst klart es teilweise auf,93
train/30January_2010_Saturday_tagesschau-1693,144,am tag mal dichte wolken mal etwas sonnenschein den gibt es am ehesten in teilen sachsens und brandenburgs,106
train/30January_2010_Saturday_tagesschau-1694,67,sonst kommen von westen hier und da schneeschauer auf,53
train/30January_2010_Saturday_tagesschau-1695,116,der wind weht schwach bis mäßig im norden und im bergland auch frisch bis stark aus süd bis west,96
train/30January_2010_Saturday_tagesschau-1696,94,heute nacht werte zwischen minus zwei und minus zwölf grad,58
train/30January_2010_Saturday_tagesschau-1697,90,bei längerem aufklaren vereinzelt auch bis minus fünfzehn grad vorsicht wegen glätte,84
train/30January_2010_Saturday_tagesschau-1698,118,am tag minus fünf grad im thüringer wald und bis plus drei grad am niederrhein,78
train/30January_2010_Saturday_tagesschau-1699,114,am montag einige schneeschauer im nordwesten auch gewittrige schneeregenschauer,79
train/30January_2010_Saturday_tagesschau-1701,117,zunächst schneit es meist später geht der schnee vor allem im nordwesten und westen in regen über,97
train/30January_2010_Saturday_tagesschau-1702,25,dabei ist es windig im bergland stürmisch,41
train/30January_2010_Saturday_tagesschau-1703,61,am mittwoch wieder teils regen teils schnee,43
train/01November_2010_Monday_heute-1704,57,guten abend liebe zuschauer,27
train/01November_2010_Monday_heute-1705,49,die wetterlage stellt sich jetzt um,35
train/01November_2010_Monday_heute-1706,85,aus einem goldenen oktober wird jetzt doch eher ein grauer november,67
train/01November_2010_Monday_heute-1707,51,heut war es im rhein main gebiet noch mal freundlich,52
train/01November_2010_Monday_heute-1708,80,das ist unser studio überigens da unten stehe ich jetzt zur zeit drin,69
train/01November_2010_Monday_heute-1709,106,auf jeden fall die nächste regenfront kommt aus westen wird morgen bereits über der nordsee und dann die nordseeküste erreichen,127
train/01November_2010_Monday_heute-1710,206,und danach geht es in den nächsten tagen mit weiterem regen weiter und dazu auch wind und mal kühlere mal etwas mildere luft,124
train/01November_2010_Monday_heute-1711,86,heute nacht stark bewölkt im norden dazu immer wieder ein bisschen regen,72
train/01November_2010_Monday_heute-1714,90,die temperaturen morgen früh meist zwischen vier und neun grad,62
train/01November_2010_Monday_heute-1715,152,ja neun grad sind die höchsttemperaturen morgen im osten im westen geht es nochmal rauf auf vierzehn grad aber das war es,121
train/01November_2010_Monday_heute-1716,92,es gibt keinen föhn mehr am alpenrand und deshalb auch keine achtzehn grad mehr dort,84
train/01November_2010_Monday_heute-1717,60,es ist stark bewölkt es regnet ein bisschen am alpenrand,56
train/01November_2010_Monday_heute-1718,111,ansonsten sonne vom schwarzwald bis zum erzgebirge und berlin,61
train/01November_2010_Monday_heute-1719,190,aber im norden wieder grau und nachmittags regnet es auch an der nordsee und im nordwesten bei einem frischen zum teil kräftigen südwestwind,140
train/01November_2010_Monday_heute-1720,34,in den nächsten tagen wechselhaftes wetter bei uns dann in deutschland,70
train/01November_2010_Monday_heute-1721,62,es wird vor allem im norden windig und regnerisch,49
train/01November_2010_Monday_heute-1722,69,und am donnerstag ist es vorübergehend mal ein bisschen milder,62
train/01November_2010_Monday_heute-1723,57,ihnen einen schönen abend und machen sie es gut,47
train/12January_2011_Wednesday_tagesschau-1724,109,und nun die wettervorhersage für morgen donnerstag den dreizehnten januar,73
train/12January_2011_Wednesday_tagesschau-1725,121,das tief über dem atlantik lenkt regenwolken und sehr milde luft zu uns nach deutschland,88
train/12January_2011_Wednesday_tagesschau-1726,161,bis freitag kommen zum teil große regenmengen zusammen dazu starkes tauwetter in den bergen,91
train/12January_2011_Wednesday_tagesschau-1728,144,heute nacht regnet es verbreitet kräftig in den östlichen mittelgebirgen ist anfangs noch schnee mit dabei,106
train/12January_2011_Wednesday_tagesschau-1729,66,im nordosten regnet es kaum,27
train/12January_2011_Wednesday_tagesschau-1730,137,auch am tag regnet es zum teil für längere zeit ergiebig mit den größten regenmengen muss in den gebirgen gerechnet werden,122
train/12January_2011_Wednesday_tagesschau-1733,104,am tag drei grad auf rügen und vierzehn grad im südwesten,57
train/12January_2011_Wednesday_tagesschau-1734,75,am freitag verlagern sich die regenwolken von der mitte in den nordosten,72
train/12January_2011_Wednesday_tagesschau-1735,43,im süden zeigt sich teilweise die sonne,39
train/12January_2011_Wednesday_tagesschau-1736,130,am samstag im süden mal sonne mal wolken sonst hier und da regen und viel wind,78
train/12January_2011_Wednesday_tagesschau-1737,114,am sonntag im norden nur wenig regen richtung süden scheint oft die sonne,73
train/09March_2011_Wednesday_heute-1738,46,ja liebe zuschauer,18
train/09March_2011_Wednesday_heute-1739,178,es wird nicht mehr so sonnig der anfang heute im norden schon gemacht sie haben es auch gehört in griechenland hat es geschneit,127
train/09March_2011_Wednesday_heute-1740,127,und bei uns wird es milder und die wolken bringen nicht nur milde luft sondern immer wieder auch etwas regen,108
train/09March_2011_Wednesday_heute-1743,185,mit der milden luft werden die nächte allmählich milder also heute nacht schon verbreitet frostfrei leichter frost vielleicht noch im osten und am alpenrand,156
train/09March_2011_Wednesday_heute-1744,119,und regen wird es vor allen dingen in der mitte noch ein bisschen geben der dann auch richtung süden zieht,106
train/09March_2011_Wednesday_heute-1745,245,morgen hängen dann noch so ein paar regenreste im südosten im norden kommt dann schon wieder neuer regen an und nach süden hin wird es dann langsam freundlicher,160
train/09March_2011_Wednesday_heute-1746,23,auf jeden fall bleibt es erst mal trocken,41
train/09March_2011_Wednesday_heute-1747,158,die temperaturen nicht mehr ganz so mild wie heute aber immer noch ganz erfreulich zwischen sechs grad an der küste und dreizehn grad am oberrhein,146
train/09March_2011_Wednesday_heute-1748,155,und der freitag im norden noch leicht durchwachsen der samstag für alle ein richtig klasse tag bis siebzehn grad,112
train/09March_2011_Wednesday_heute-1749,129,am sonntag dann im nordwesten mehr wolken einzelne schauer aber auf jeden fall bleibt es erst mal mild,102
train/09March_2011_Wednesday_heute-1750,53,das war es vom wetter ihnen noch einen schönen abend,52
train/25February_2010_Thursday_tagesschau-1751,87,und nun die wettervorhersage für morgen freitag den sechsundzwanzigsten februar,79
train/25February_2010_Thursday_tagesschau-1752,130,das tief das sich zur nordsee verlagert bestimmt in der nacht und auch morgen tagsüber unser wetter,99
train/25February_2010_Thursday_tagesschau-1753,58,es regnet immer wieder und es ist teilweise windig,50
train/25February_2010_Thursday_tagesschau-1754,82,auch in den nächsten tagen setzt sich die wechselhafte witterung fort,69
